College Name,Stream,District,Location,State,Fees per Year (\u20B9),Placement %,Rank,Accreditation,Courses Offered (comma-separated)
Madurai Sivakasi Nadars Pioneer Meenakshi Women's College,Arts and Science,Sivagangai,https://maps.app.goo.gl/mVBEZpTvPgLwuWEK7,Tamil Nadu,,,,,
Arumugam Pillai Seethai Ammal College,Arts and Science,Sivagangai,https://maps.app.goo.gl/QMAdG4BDRVxoH7Mt5,Tamil Nadu,,,,,
Dr.Zakir Husain College,Arts and Science,Sivagangai,https://maps.app.goo.gl/GWxHToE1cWaC43gx6,Tamil Nadu,,,,,
Government Women Arts and Science College - Sivagangai,Arts and Science,Sivagangai,https://maps.app.goo.gl/Dix2cDrBn828VARn7,Tamil Nadu,,,,,
ALAGAPPA GOVT. ARTS COLLEGE,Arts and Science,Sivagangai,https://maps.app.goo.gl/EQdeaLM35PMN3ins5,Tamil Nadu,,,,,
"Raja Doraisingam Government Arts College, Sivagangai",Arts and Science,Sivagangai,https://maps.app.goo.gl/BR2hGGPEaNE9Q51t9,Tamil Nadu,,,,,
Alagappa University,Arts and Science,Sivagangai,https://maps.app.goo.gl/YSuq1EoMWHtMun7E9,Tamil Nadu,,,,,
Seethalakshmi Achi College for Women,Arts and Science,Sivagangai,https://maps.app.goo.gl/VpLxkWUz96uYjXDK7,Tamil Nadu,,,,,
"Ananda College, Devakottai",Arts and Science,Sivagangai,https://maps.app.goo.gl/VS8h68Ny83WL5DVA9,Tamil Nadu,,,,,
"Idhaya College for Women, Sarugani",,Sivagangai,https://maps.app.goo.gl/z5c9d4sqenfJwrRE6,Tamil Nadu,,,,,
Idhaya College for Women Kumbakonam,Arts and Science,Sivagangai,https://maps.app.goo.gl/DNbrN3uKzuwDGBVdA,Tamil Nadu,,,,,
"Government Arts College ,Paramakudi",Arts and Science,Sivagangai,https://maps.app.goo.gl/8YjodPyE1ZgWMW7CA,Tamil Nadu,,,,,
Sethupathy Government Arts College,Arts and Science,Sivagangai,https://maps.app.goo.gl/fPJVpw7jv58Y21JQA,Tamil Nadu,,,,,
JP College Of Arts And Science,Arts and Science,Tenkasi,https://www.google.com/maps/place/JP+College+Of+Arts+And+Science/data=!4m7!3m6!1s0x3b0429dcd06ef21f:0x2b1052e9661d280b!8m2!3d8.9938376!4d77.3327767!16s%2Fg%2F11btx0gl1q!19sChIJH_Ju0NwpBDsRCygdZulSECs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Kamarajar Government Arts and Science College,Surandai.",Arts and Science,Tenkasi,"https://www.google.com/maps/place/Kamarajar+Government+Arts+and+Science+College,Surandai./data=!4m7!3m6!1s0x3b069d7bffffffff:0xd1a934d12e1756f2!8m2!3d8.9980498!4d77.4501579!16s%2Fg%2F11btx0vd5z!19sChIJ_____3udBjsR8lYXLtE0qdE?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Government Arts and Science College for Women,Arts and Science,Tenkasi,https://www.google.com/maps/place/Government+Arts+and+Science+College+for+Women/data=!4m7!3m6!1s0x3b0423e4762ee32d:0xa329bfeccb3f5335!8m2!3d8.8759654!4d77.4732471!16s%2Fg%2F11td3tjqpy!19sChIJLeMuduQjBDsRNVM_y-y_KaM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Aladi Aruna College of Liberal Arts and Science,Arts and Science,Tenkasi,https://www.google.com/maps/place/Aladi+Aruna+College+of+Liberal+Arts+and+Science/data=!4m7!3m6!1s0x3b04236247ba23b5:0x8585db59b1017cea!8m2!3d8.8493635!4d77.5382008!16s%2Fg%2F11sbt_vb9y!19sChIJtSO6R2IjBDsR6nwBsVnbhYU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Government arts and science college, kadayanallur",Arts and Science,Tenkasi,"https://www.google.com/maps/place/Government+arts+and+science+college,+kadayanallur/data=!4m7!3m6!1s0x3b0685a60f0294bf:0x35f0367d093d5b5a!8m2!3d9.0590769!4d77.3270885!16s%2Fg%2F11hdq47zsf!19sChIJv5QCD6aFBjsRWls9CX028DU?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Government Arts and Science College Sankarankovil,Arts and Science,Tenkasi,https://www.google.com/maps/place/Government+Arts+and+Science+College+Sankarankovil/data=!4m7!3m6!1s0x3b06970070dddf15:0x7047941a3fcb7042!8m2!3d9.1771504!4d77.5476639!16s%2Fg%2F11vx674_cq!19sChIJFd_dcACXBjsRQnDLPxqUR3A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Einstein College of Arts and Science,Arts and Science,Tenkasi,https://www.google.com/maps/place/Einstein+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3b04172f83872b1b:0x67a9b18efadc58db!8m2!3d8.7816582!4d77.6155242!16s%2Fg%2F11thrnch46!19sChIJGyuHgy8XBDsR21jc-o6xqWc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Mahatma Gandhi College of Arts and Science for woman,Arts and Science,Tenkasi,https://www.google.com/maps/place/Mahatma+Gandhi+College+of+Arts+and+Science+for+woman/data=!4m7!3m6!1s0x3b06eaba78de1ec7:0x65c9fce04cacf53d!8m2!3d9.336258!4d77.5465268!16s%2Fg%2F11c70j4hqh!19sChIJxx7eeLrqBjsRPfWsTOD8yWU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Mano arts & Science college,Arts and Science,Tenkasi,https://www.google.com/maps/place/Mano+arts+%26+Science+college/data=!4m7!3m6!1s0x3b0697dc09405113:0xcb3897bdfe2fd740!8m2!3d9.1778541!4d77.5552312!16s%2Fg%2F1hjgpn9zz!19sChIJE1FACdyXBjsRQNcv_r2XOMs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
GOVERNMENT ARTS AND SCIENCE COLLEGE SRIVILLIPUTHUR,Arts and Science,Tenkasi,https://www.google.com/maps/place/GOVERNMENT+ARTS+AND+SCIENCE+COLLEGE+SRIVILLIPUTHUR/data=!4m7!3m6!1s0x3b06ddddb1e28f0b:0x4d866017b03bcf1b!8m2!3d9.4286438!4d77.6335144!16s%2Fg%2F11rz2g6031!19sChIJC4_isd3dBjsRG887sBdghk0?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
VYASA ARTS & SCIENCE WOMEN'S COLLEGE,Arts and Science,Tenkasi,https://www.google.com/maps/place/VYASA+ARTS+%26+SCIENCE+WOMEN%27S+COLLEGE/data=!4m7!3m6!1s0x3b06919324208a97:0xec7def273f4d12ff!8m2!3d9.2185179!4d77.402396!16s%2Fg%2F11gh3dj18c!19sChIJl4ogJJORBjsR_xJNPyfvfew?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
KR College of Arts & Science,Arts and Science,Tenkasi,https://www.google.com/maps/place/KR+College+of+Arts+%26+Science/data=!4m7!3m6!1s0x3b06adfd04b0a8df:0x3c9b367dfd898515!8m2!3d9.1519063!4d77.8388858!16s%2Fg%2F1thd53cz!19sChIJ36iwBP2tBjsRFYWJ_X02mzw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
merit arts and science college,Arts and Science,Tenkasi,https://www.google.com/maps/place/merit+arts+and+science+college/data=!4m7!3m6!1s0x3b043bc1eaca45bd:0xef6dfd6a36b6146a!8m2!3d8.7654749!4d77.4512418!16s%2Fg%2F11fslgwwq_!19sChIJvUXK6sE7BDsRahS2Nmr9be8?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Shanmuga arts and science college,Arts and Science,Tenkasi,https://www.google.com/maps/place/Shanmuga+arts+and+science+college/data=!4m7!3m6!1s0x3b0699e64ae406b9:0x201fd6141650854c!8m2!3d9.1393771!4d77.490159!16s%2Fg%2F11btv68y21!19sChIJuQbkSuaZBjsRTIVQFhTWHyA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
BALAGAN SARASWATHI ARTS AND SCIENCE COLLEGE FOR WOMEN,Arts and Science,Tenkasi,https://www.google.com/maps/place/BALAGAN+SARASWATHI+ARTS+AND+SCIENCE+COLLEGE+FOR+WOMEN/data=!4m7!3m6!1s0x3b043d22fc4eb975:0x37ce73fd99c2c322!8m2!3d8.7368377!4d77.5302644!16s%2Fg%2F11ss54s035!19sChIJdblO_CI9BDsRIsPCmf1zzjc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Unnamalai College of Arts and Science,Arts and Science,Tenkasi,https://www.google.com/maps/place/Unnamalai+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3b06b219464a052b:0x6b67e3ac0bd094df!8m2!3d9.1788878!4d77.829842!16s%2Fg%2F1hm21mp14!19sChIJKwVKRhmyBjsR35TQC6zjZ2s?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SREE BALAKRISHNA COLLEGE OF ARTS & SCIENCE,Arts and Science,Tenkasi,https://www.google.com/maps/place/SREE+BALAKRISHNA+COLLEGE+OF+ARTS+%26+SCIENCE/data=!4m7!3m6!1s0x3b06c24f0cf743a9:0xe32c88ee15aa8378!8m2!3d9.4427164!4d77.5977592!16s%2Fg%2F11g6nxzy_b!19sChIJqUP3DE_CBjsReIOqFe6ILOM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
K.R.P College Of Arts & Science,Arts and Science,Tenkasi,https://www.google.com/maps/place/K.R.P+College+Of+Arts+%26+Science/data=!4m7!3m6!1s0x3b06c7cd7b6c1b13:0x77cc98bce793edfb!8m2!3d9.3888986!4d77.7190617!16s%2Fg%2F11fm6r97c7!19sChIJExtse83HBjsR--2T57yYzHc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Valanar Arts and Science (Co-education) College,Arts and Science,Tenkasi,https://www.google.com/maps/place/Valanar+Arts+and+Science+%28Co-education%29+College/data=!4m7!3m6!1s0x3b06bbe886a39ba5:0x1490b5d0eaf83702!8m2!3d9.1622398!4d77.6710899!16s%2Fg%2F11rnmn2msv!19sChIJpZujhui7BjsRAjf46tC1kBQ?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Govt Arts And Science College, Sivakasi",Arts and Science,Tenkasi,"https://www.google.com/maps/place/Govt+Arts+And+Science+College,+Sivakasi/data=!4m7!3m6!1s0x3b06cf7584be735f:0xdee4a5599ad68d3d!8m2!3d9.4623922!4d77.7648718!16s%2Fg%2F11bw3czt15!19sChIJX3O-hHXPBjsRPY3Wmlml5N4?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
S.S.Duraisamy Nadar Mariammal College of Arts & Science,,Tenkasi,https://www.google.com/maps/place/S.S.Duraisamy+Nadar+Mariammal+College+of+Arts+%26+Science/data=!4m7!3m6!1s0x3b06b2ff89322225:0x945c134e0dc7a30d!8m2!3d9.203916!4d77.8827802!16s%2Fg%2F1tfhdvtt!19sChIJJSIyif-yBjsRDaPHDU4TXJQ?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
J.P. College of Engineering,Arts and Science,Tenkasi,https://www.google.com/maps/place/J.P.+College+of+Engineering/data=!4m7!3m6!1s0x3b0682f1bfffffff:0x53bc1e151eeffbd1!8m2!3d8.9925037!4d77.3309686!16s%2Fm%2F09v9ys6!19sChIJ____v_GCBjsR0fvvHhUevFM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Arumugham Palaniguru Arts & Science college for women,Arts and Science,Tenkasi,https://www.google.com/maps/place/Arumugham+Palaniguru+Arts+%26+Science+college+for+women/data=!4m7!3m6!1s0x3b06c2293fffffff:0xc7b365e6adf65a9e!8m2!3d9.4188486!4d77.6115434!16s%2Fg%2F11j3gfhbd7!19sChIJ____PynCBjsRnlr2reZls8c?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Ambai Arts College,Arts and Science,Tenkasi,https://www.google.com/maps/place/Ambai+Arts+College/data=!4m7!3m6!1s0x3b043bf270b1feb7:0x70dc29df50a71ff3!8m2!3d8.7122006!4d77.4573345!16s%2Fg%2F11gbldxnyv!19sChIJt_6xcPI7BDsR8x-nUN8p3HA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
USP Womens Arts College,Arts and Science,Tenkasi,https://www.google.com/maps/place/USP+Womens+Arts+College/data=!4m7!3m6!1s0x3b068234d0000001:0x30b7cbbc728e3e16!8m2!3d9.0012468!4d77.3101905!16s%2Fg%2F11ny2c_gtc!19sChIJAQAA0DSCBjsRFj6OcrzLtzA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Annai Vailankanni Arts And Science College,Arts and Science,Thanjavur,https://maps.app.goo.gl/u68jQzvxyMPS26AJ6,Tamil Nadu,,,,,
Kundavai Nachiyar Government Women's Arts College,Arts and Science,Thanjavur,https://maps.app.goo.gl/qjBB932mU2qB8cRPA,Tamil Nadu,,,,,
BHARATH COLLEGE OF SCIENCE & MANAGEMENT,Arts and Science,Thanjavur,https://maps.app.goo.gl/LY1qBj99fiYYVDH48,Tamil Nadu,,,,,
Raja Serfoji Government College,Arts and Science,Thanjavur,https://maps.app.goo.gl/9tWXo9GT2AXFKoZm9,Tamil Nadu,,,,,
Dr.Nallikuppusamy Arts College,Arts and Science,Thanjavur,https://maps.app.goo.gl/iBc68Xv5eDaPV7zF6,Tamil Nadu,,,,,
Adaikala Matha College,Arts and Science,Thanjavur,https://maps.app.goo.gl/ok3tic1NmJNnY2Ki6,Tamil Nadu,,,,,
Enathi Rajappa Arts and Science college,Arts and Science,Thanjavur,https://maps.app.goo.gl/EQqjpE5LvGBQSqTy5,Tamil Nadu,,,,,
RDB College Of Arts And Science,Arts and Science,Thanjavur,https://maps.app.goo.gl/dtuvpyy8QnxTS4YF9,Tamil Nadu,,,,,
Bon Secours College for Women,Arts and Science,Thanjavur,https://maps.app.goo.gl/KSUJRmVFKeEA7XKCA,Tamil Nadu,,,,,
T U K Arts College,Arts and Science,Thanjavur,https://maps.app.goo.gl/BNL4ox9Q8WH9UuGfA,Tamil Nadu,,,,,
Government Arts and Science College,Arts and Science,Thanjavur,https://maps.app.goo.gl/z6Xx2twHeZvTAM5y9,Tamil Nadu,,,,,
Bharath College of Arts and Science,Arts and Science,Thanjavur,https://maps.app.goo.gl/DG1anF1rE4MjhLCg8,Tamil Nadu,,,,,
Nilgiri College of Arts and Science (Autonomous),Arts and Science,The Nilgiris,https://maps.app.goo.gl/1pQei3a5aB1cbKuf7,Tamil Nadu,,,,,
Govt Arts and Science College Gudalur,Arts and Science,The Nilgiris,https://maps.app.goo.gl/npnMuGiFCwa2gTpk6,Tamil Nadu,,,,,
GOVERNMENT ARTS COLLEGE,Arts and Science,The Nilgiris,https://maps.app.goo.gl/HHb7mCrFTrHW7tF57,Tamil Nadu,,,,,
"Government College of Arts & Science, Mettupalayam",Arts and Science,The Nilgiris,https://maps.app.goo.gl/ftJvqNrgd48fQU8r7,Tamil Nadu,,,,,
Kay Pee Yes College of Arts and Science,Arts and Science,The Nilgiris,https://maps.app.goo.gl/u9DsT1vmVDPiWLPE8,Tamil Nadu,,,,,
hicas,Arts and Science,Theni,https://maps.app.goo.gl/FFidTCXvSBH1Dt2V6,Tamil Nadu,,,,,
SASTRA Deemed University,Arts and Science,Theni,https://maps.app.goo.gl/txiEGd75bn9ah9QJ8,Tamil Nadu,,,,,
Hajee Karutha Rowther Howdia College,Arts and Science,Theni,https://maps.app.goo.gl/Tz1aADBieJDehECj8,Tamil Nadu,,,,,
Madurai Kamaraj University,Arts and Science,Theni,https://maps.app.goo.gl/qmZtKnuWeJERw7qB6,Tamil Nadu,,,,,
Government Arts and Science College (Formar Bharathidasan University Constituent Arts and Science College) (Men & Women),Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Government+Arts+and+Science+College+%28Formar+Bharathidasan+University+Constituent+Arts+and+Science+College%29+%28Men+%26+Women%29/data=!4m7!3m6!1s0x3a55390c621e67d7:0xae6ee5372ee76b5c!8m2!3d10.8689728!4d79.6119262!16s%2Fg%2F11g8cy1c4j!19sChIJ12ceYgw5VToRXGvnLjflbq4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
M.R.Government Arts College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/M.R.Government+Arts+College/data=!4m7!3m6!1s0x3a554dc5c13c16a5:0x8b2b451f62ee33e5!8m2!3d10.6534365!4d79.4546689!16s%2Fg%2F11c5r_9gyl!19sChIJpRY8wcVNVToR5TPuYh9FK4s?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Thiru.Vi.Ka Govt.Arts college.,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Thiru.Vi.Ka+Govt.Arts+college./data=!4m7!3m6!1s0x3a5540d79fb9be19:0xd7e35f2db93a7ea!8m2!3d10.7647536!4d79.6600858!16s%2Fg%2F1tlvmz83!19sChIJGb65n9dAVToR6qeT2_I1fg0?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Swami Dayananda College of Arts & Science,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Swami+Dayananda+College+of+Arts+%26+Science/data=!4m7!3m6!1s0x3a55365cadfdee6d:0x99f0444ecd98bc5!8m2!3d10.8347891!4d79.4972481!16s%2Fg%2F1tlvmz81!19sChIJbe79rVw2VToRxYvZ7EQEnwk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"GLOBAL College of Arts and Science - Ammaiyappan, Thiruvarur",Arts and Science,Thiruvarur ,"https://www.google.com/maps/place/GLOBAL+College+of+Arts+and+Science+-+Ammaiyappan,+Thiruvarur/data=!4m7!3m6!1s0x3a5547a2be2099f9:0x44f682e20e14807d!8m2!3d10.7891072!4d79.5767398!16s%2Fg%2F11v07j0wp4!19sChIJ-ZkgvqJHVToRfYAUDuKC9kQ?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Nethaji Subash chandra Bose Arts&science college,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Nethaji+Subash+chandra+Bose+Arts%26science+college/data=!4m7!3m6!1s0x3a55475b53dc3995:0x9f798e68df2bc9d1!8m2!3d10.7948928!4d79.6337657!16s%2Fg%2F1hf3nym62!19sChIJlTncU1tHVToR0ckr32iOeZ8?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Arts & Science College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Arts+%26+Science+College/data=!4m7!3m6!1s0x3a554d16dabfccbb:0xd8092dd80c9525b5!8m2!3d10.6633417!4d79.4500763!16s%2Fg%2F11h58dvj3d!19sChIJu8y_2hZNVToRtSWVDNgtCdg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Rabiammal Ahamed Maideen College for Women,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Rabiammal+Ahamed+Maideen+College+for+Women/data=!4m7!3m6!1s0x3a55473b94e0c199:0xb08d4a83c21dd9ee!8m2!3d10.7748875!4d79.6441719!16s%2Fg%2F11cn8wxr5v!19sChIJmcHglDtHVToR7tkdwoNKjbA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
E.G.S.Pillay Arts & Science College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/E.G.S.Pillay+Arts+%26+Science+College/data=!4m7!3m6!1s0x3a556ca5e3140a69:0x9a766745a9272cf0!8m2!3d10.8009247!4d79.8356303!16s%2Fg%2F1tdwhygl!19sChIJaQoU46VsVToR8CwnqUVndpo?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Government Arts and Science College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Government+Arts+and+Science+College/data=!4m7!3m6!1s0x3baaa6aed64666d7:0xeb35e25f94a225d1!8m2!3d10.5155303!4d79.1181222!16s%2Fg%2F11g9q2s4hv!19sChIJ12ZG1q6mqjsR0SWilF_iNes?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
MASS COLLEGE OF ARTS AND SCIENCE,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/MASS+COLLEGE+OF+ARTS+AND+SCIENCE/data=!4m7!3m6!1s0x3a552d1d02813605:0x65f30e98b1880671!8m2!3d11.0181484!4d79.411481!16s%2Fg%2F11bbrgxqck!19sChIJBTaBAh0tVToRcQaIsZgO82U?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
RDB College Of Arts And Science,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/RDB+College+Of+Arts+And+Science/data=!4m7!3m6!1s0x3baace8a5e999fe3:0x4c79c6f59d4140ba!8m2!3d10.90845!4d79.26682!16s%2Fg%2F11b76lh_n9!19sChIJ45-ZXorOqjsRukBBnfXGeUw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Government arts and science College kuttalam,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Government+arts+and+science+College+kuttalam/data=!4m7!3m6!1s0x3a552f500a91a329:0x9795e40f3b080cda!8m2!3d11.0550897!4d79.5320567!16s%2Fg%2F11rj4m9w5d!19sChIJKaORClAvVToR2gwIOw_klZc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Government Arts College Autonomous,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Government+Arts+College+Autonomous/data=!4m7!3m6!1s0x3a5532aba009a5bd:0x76148fd74cec17a9!8m2!3d10.9707601!4d79.3818605!16s%2Fm%2F0ddcpmv!19sChIJvaUJoKsyVToRqRfsTNePFHY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SIR ISSAC NEWTON COLLEGE OF ARTS & SCIENCE,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/SIR+ISSAC+NEWTON+COLLEGE+OF+ARTS+%26+SCIENCE/data=!4m7!3m6!1s0x3a556bf4a7b318bf:0x2ea5b0c37ffa161f!8m2!3d10.7453777!4d79.8177737!16s%2Fg%2F11b7z_r46l!19sChIJvxizp_RrVToRHxb6f8OwpS4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
GOVERNMENT ARTS AND SCIENCE FOR WOMEN,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/GOVERNMENT+ARTS+AND+SCIENCE+FOR+WOMEN/data=!4m7!3m6!1s0x3a554f94a06dc28b:0x2a3279586edb482f!8m2!3d10.7081115!4d79.5151391!16s%2Fg%2F11vkj2830p!19sChIJi8JtoJRPVToRL0jbblh5Mio?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sadasivam Kathirkamavalli Women's College of Arts and Science,,Thiruvarur ,https://www.google.com/maps/place/Sadasivam+Kathirkamavalli+Women%27s+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3a554cfc50000001:0xdb24f03378e4f5a!8m2!3d10.6608874!4d79.4117378!16s%2Fg%2F11p5rfpn0s!19sChIJAQAAUPxMVToRWk-ONwNPsg0?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Nirmala College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Nirmala+College/data=!4m7!3m6!1s0x3a5547253c92fdf3:0x2534cf04ae6c9807!8m2!3d10.7713187!4d79.6369974!16s%2Fg%2F11g8ykzmcn!19sChIJ8_2SPCVHVToRB5hsrgTPNCU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Enathi Rajappa Arts and Science college,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Enathi+Rajappa+Arts+and+Science+college/data=!4m7!3m6!1s0x3baaaa1eda195809:0xe0eae76fdb601991!8m2!3d10.457912!4d79.295368!16s%2Fg%2F1td_fp28!19sChIJCVgZ2h6qqjsRkRlg22_n6uA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Annai College Of Arts & Science,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Annai+College+Of+Arts+%26+Science/data=!4m7!3m6!1s0x3a552ce54ab855af:0x7a621d117301d99f!8m2!3d11.0311596!4d79.41492!16s%2Fm%2F0kvh0zm!19sChIJr1W4SuUsVToRn9kBcxEdYno?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Vailankanni Matha Arts and Science College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Vailankanni+Matha+Arts+and+Science+College/data=!4m7!3m6!1s0x3a5569b8188350b5:0xd97d28a3c450afe6!8m2!3d10.6567213!4d79.8263269!16s%2Fg%2F11s39mngvy!19sChIJtVCDGLhpVToR5q9QxKMofdk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Annai Vailankanni Arts And Science College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Annai+Vailankanni+Arts+And+Science+College/data=!4m7!3m6!1s0x3baab8c2ffe7c59f:0x4e214246ce3304ee!8m2!3d10.757681!4d79.129391!16s%2Fg%2F11b6j927x9!19sChIJn8Xn_8K4qjsR7gQzzkZCIU4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Sankara Arts & Science college,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Sri+Sankara+Arts+%26+Science+college/data=!4m7!3m6!1s0x3baacd5319d70075:0x2ab444efe665f7ca!8m2!3d10.9923662!4d79.3751075!16s%2Fg%2F11g8djjf_p!19sChIJdQDXGVPNqjsRyvdl5u9EtCo?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Govt. Thiruvarur Medical College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Govt.+Thiruvarur+Medical+College/data=!4m7!3m6!1s0x3a5547a742464645:0xf52f24378dfcf327!8m2!3d10.7754337!4d79.6051433!16s%2Fg%2F119wtg14r!19sChIJRUZGQqdHVToRJ_P8jTckL_U?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Auxilium College of Arts and Science for Women,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Auxilium+College+of+Arts+and+Science+for+Women/data=!4m7!3m6!1s0x3baaa46380dcc16f:0xe2ca8f7df090d2c!8m2!3d10.5609004!4d79.1241588!16s%2Fg%2F1hm4jjd25!19sChIJb8HcgGOkqjsRLA0J3_eoLA4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
T U K Arts College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/T+U+K+Arts+College/data=!4m7!3m6!1s0x3baac769079cc1cf:0xea38e2f3f597a739!8m2!3d10.8029348!4d79.1351413!16s%2Fg%2F1tfrksh7!19sChIJz8GcB2nHqjsROaeX9fPiOOo?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Meenakshi Chandrasekaran College of Arts and Science(women),Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Meenakshi+Chandrasekaran+College+of+Arts+and+Science%28women%29/data=!4m7!3m6!1s0x3baaabda6c769859:0xd26ce615aae89c4e!8m2!3d10.482665!4d79.2998136!16s%2Fg%2F11btxk6r93!19sChIJWZh2bNqrqjsRTpzoqhXmbNI?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Kundavai Nachiyar Government Women's Arts College,Arts and Science,Thiruvarur ,https://www.google.com/maps/place/Kundavai+Nachiyar+Government+Women%27s+Arts+College/data=!4m7!3m6!1s0x3baab8bec8d4bba3:0x2f138012bf24deae!8m2!3d10.7705087!4d79.1275035!16s%2Fm%2F0cr5_sr!19sChIJo7vUyL64qjsRrt4kvxKAEy8?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Don Bosco College of Arts and Science, Karaikal",Arts and Science,Thiruvarur ,"https://www.google.com/maps/place/Don+Bosco+College+of+Arts+and+Science,+Karaikal/data=!4m7!3m6!1s0x3a5517d62a861255:0x92775300c296d236!8m2!3d10.9509311!4d79.7379903!16s%2Fg%2F11gbml1vmc!19sChIJVRKGKtYXVToRNtKWwgBTd5I?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
