College Name,Stream,District,Location,State,Fees per Year (\u20B9),Placement %,Rank,Accreditation,Courses Offered (comma-separated)
Dr. SNS Rajalakshmi College of Arts and Science - Top Arts and Science Colleges in Tamil Nadu Rank Wise in Coimbatore,Arts and Science,Coimbatore,https://www.google.com/maps/place/Dr.+SNS+Rajalakshmi+College+of+Arts+and+Science+-+Top+Arts+and+Science+Colleges+in+Tamil+Nadu+Rank+Wise+in+Coimbatore/data=!4m7!3m6!1s0x3ba8f7b81cc9d317:0x98c5ef7624418af0!8m2!3d11.0816132!4d76.9766075!16s%2Fg%2F1tfgh7vf!19sChIJF9PJHLj3qDsR8IpBJHbvxZg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Dr.N.G.P. Arts and Science College,Arts and Science,Coimbatore,https://www.google.com/maps/place/Dr.N.G.P.+Arts+and+Science+College/data=!4m7!3m6!1s0x3ba8f84100000001:0x6819aaec8ca1eaf4!8m2!3d11.0610842!4d77.0345905!16s%2Fg%2F1tg2j2_t!19sChIJAQAAAEH4qDsR9OqhjOyqGWg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Ramakrishna College of Arts & Science,Arts and Science,Coimbatore,https://www.google.com/maps/place/Sri+Ramakrishna+College+of+Arts+%26+Science/data=!4m7!3m6!1s0x3ba85849d74c3695:0x9153ec3168293ec5!8m2!3d11.0226208!4d76.9868191!16s%2Fg%2F11bwg7c23v!19sChIJlTZM10lYqDsRxT4paDHsU5E?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Krishna Arts and Science College,Arts and Science,Coimbatore,https://www.google.com/maps/place/Sri+Krishna+Arts+and+Science+College/data=!4m7!3m6!1s0x3ba85bb248b739a9:0xc8c6366878f5122d!8m2!3d10.9379272!4d76.9592033!16s%2Fm%2F0vpvr84!19sChIJqTm3SLJbqDsRLRL1eGg2xsg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
PSGR Krishnammal College for Women,Arts and Science,Coimbatore,https://www.google.com/maps/place/PSGR+Krishnammal+College+for+Women/data=!4m7!3m6!1s0x3ba8582884dbcc3b:0xd0975c182fe604b9!8m2!3d11.0262005!4d77.0067075!16s%2Fg%2F11fy_q6z7x!19sChIJO8zbhChYqDsRuQTmLxhcl9A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
NGM College,Arts and Science,Coimbatore,https://www.google.com/maps/place/NGM+College/data=!4m7!3m6!1s0x3ba838331c739ae9:0xe3dc6665316c5869!8m2!3d10.6636515!4d76.9967931!16s%2Fg%2F11gbldrzfk!19sChIJ6ZpzHDM4qDsRaVhsMWVm3OM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Bharathiar University,Arts and Science,Coimbatore,https://www.google.com/maps/place/Bharathiar+University/data=!4m7!3m6!1s0x3ba859c148d00d15:0x54fb76241f0a915c!8m2!3d11.0398268!4d76.8789576!16zL20vMDNkZjky!19sChIJFQ3QSMFZqDsRXJEKHyR2-1Q?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
CMS College of Science & Commerce,Arts and Science,Coimbatore,https://www.google.com/maps/place/CMS+College+of+Science+%26+Commerce/data=!4m7!3m6!1s0x3ba8f7c46f854eff:0xdff414ab645b002d!8m2!3d11.0735079!4d76.9824435!16zL20vMDhnbnho!19sChIJ_06Fb8T3qDsRLQBbZKsU9N8?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
hicas,Arts and Science,Coimbatore,https://www.google.com/maps/place/hicas/data=!4m7!3m6!1s0x3a5265d0f0e202dd:0x6c1cb249318c77f!8m2!3d11.0126179!4d76.9931714!16s%2Fm%2F0bwl5pv!19sChIJ3QLi8NBlUjoRf8cYkyTLwQY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Kongunadu Arts and Science College,Arts and Science,Coimbatore,https://www.google.com/maps/place/Kongunadu+Arts+and+Science+College/data=!4m7!3m6!1s0x3babf07e6bc82919:0x6f51f7d79e9f65c!8m2!3d11.0596944!4d76.9487463!16s%2Fg%2F11csb2y66n!19sChIJGSnIa37wqzsRXPbpeX0f9QY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
PSG College of Arts and Science,Arts and Science,Coimbatore,https://www.google.com/maps/place/PSG+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3ba858526b5c0591:0x6c452206816788d4!8m2!3d11.0345889!4d77.0338623!16s%2Fm%2F025w14x!19sChIJkQVca1JYqDsR1IhngQYiRWw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sankara College of Science and Commerce,Arts and Science,Coimbatore,https://www.google.com/maps/place/Sankara+College+of+Science+and+Commerce/data=!4m7!3m6!1s0x3ba8f7963afede91:0xce9f37c8e92b93d0!8m2!3d11.0851427!4d76.9847195!16s%2Fg%2F11cm72tw1y!19sChIJkd7-Opb3qDsR0JMr6cg3n84?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Bishop Ambrose College,Arts and Science,Coimbatore,https://www.google.com/maps/place/Bishop+Ambrose+College/data=!4m7!3m6!1s0x3ba85994474f00af:0xf4075bd5b3f1949e!8m2!3d10.98907!4d76.9829989!16s%2Fm%2F0cr325q!19sChIJrwBPR5RZqDsRnpTxs9VbB_Q?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Ramalinga Sowdambigai College of Science & Commerce,Arts and Science,Coimbatore,https://www.google.com/maps/place/Sri+Ramalinga+Sowdambigai+College+of+Science+%26+Commerce/data=!4m7!3m6!1s0x3ba85e555283262d:0x78d1d010d86755d8!8m2!3d11.009097!4d76.8714256!16s%2Fm%2F0cr30_k!19sChIJLSaDUlVeqDsR2FVn2BDQ0Xg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Ramakrishna College of Arts and Science for Women,Arts and Science,Coimbatore,https://www.google.com/maps/place/Sri+Ramakrishna+College+of+Arts+and+Science+for+Women/data=!4m7!3m6!1s0x3ba8584e4cc9578b:0xeca3eeee63439375!8m2!3d11.0225213!4d76.9778095!16s%2Fm%2F0jwz7x0!19sChIJi1fJTE5YqDsRdZNDY-7uo-w?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
KG College of Arts and Science,Arts and Science,Coimbatore,https://www.google.com/maps/place/KG+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3ba8f792ec7c0dbb:0x6c150aa4582cc7a4!8m2!3d11.0811034!4d76.9983394!16zL20vMDZscjBy!19sChIJuw187JL3qDsRpMcsWKQKFWw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Government Arts and Science College, Valparai",Arts and Science,Coimbatore,"https://www.google.com/maps/place/Government+Arts+and+Science+College,+Valparai/data=!4m7!3m6!1s0x3b0789b9ebd5596b:0x3083bbb8496f8a59!8m2!3d10.3252754!4d76.9516133!16s%2Fg%2F1vs1q92m!19sChIJa1nV67mJBzsRWYpvSbi7gzA?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Avinashilingam University,Arts and Science,Coimbatore,https://www.google.com/maps/place/Avinashilingam+University/data=!4m7!3m6!1s0x3ba858e6c30ee631:0xa044ca73b48dd270!8m2!3d11.019605!4d76.9504047!16s%2Fm%2F03c41bt!19sChIJMeYOw-ZYqDsRcNKNtHPKRKA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
St. Josephs College of Arts and Science,Arts and Science,Cuddalore,https://maps.app.goo.gl/RCBjUwj68EAsYQ1V9,Tamil Nadu,,,,,
"Periyaar Government Arts College, Cuddalore",Arts and Science,Cuddalore,https://maps.app.goo.gl/eq5bsaZiuPXoGNwG9,Tamil Nadu,,,,,
Krishnasamy College of Science Arts and Management for Women,Arts and Science,Cuddalore,https://maps.app.goo.gl/MDzSSa9u7uEV1zY46,Tamil Nadu,,,,,
"Government Arts College, Dharmapuri",Arts and Science,Dharmapuri,https://maps.app.goo.gl/TVDePJbFxngDRktW9,Tamil Nadu,,,,,
G.T.N. Arts College (Autonomous),Arts and Science,Dindigul,https://www.google.com/maps/place/G.T.N.+Arts+College+%28Autonomous%29/data=!4m7!3m6!1s0x3baa009f80da5adb:0xa1f8b499431c42e3!8m2!3d10.3944238!4d77.9966915!16s%2Fm%2F027g42q!19sChIJ21ragJ8AqjsR40IcQ5m0-KE?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Sacred Heart College of Arts and Science, Dindigul,tamilnadu",Arts and Science,Dindigul,"https://www.google.com/maps/place/Sacred+Heart+College+of+Arts+and+Science,+Dindigul,tamilnadu/data=!4m7!3m6!1s0x3b00a95f51555563:0x7717d0e904a60a2b!8m2!3d10.3067588!4d78.0169217!16s%2Fg%2F11dfh2lqj9!19sChIJY1VVUV-pADsRKwqmBOnQF3c?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Parvathy's Arts and Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/Parvathy%27s+Arts+and+Science+College/data=!4m7!3m6!1s0x3b00ab169c980f8f:0x6f3f5fa1f9f893c2!8m2!3d10.3309788!4d77.9528975!16s%2Fg%2F1hdz77r_w!19sChIJjw-YnBarADsRwpP4-aFfP28?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
M.V.MUTHIAH GOVERNMENT ARTS COLLEGE FOR WOMEN,Arts and Science,Dindigul,https://www.google.com/maps/place/M.V.MUTHIAH+GOVERNMENT+ARTS+COLLEGE+FOR+WOMEN/data=!4m7!3m6!1s0x3b00aa8f98e58879:0xee85cb837699ce8b!8m2!3d10.378851!4d77.9658739!16s%2Fm%2F03nvr42!19sChIJeYjlmI-qADsRi86ZdoPLhe4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SSM College of Arts and Science (C-68064),Arts and Science,Dindigul,https://www.google.com/maps/place/SSM+College+of+Arts+and+Science+%28C-68064%29/data=!4m7!3m6!1s0x3ba9ffe29c0aaee1:0xd7e9d3d841ed97d8!8m2!3d10.3978249!4d77.9203046!16s%2Fg%2F11j_2fnbwq!19sChIJ4a4KnOL_qTsR2JftQdjT6dc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Bon Secours Arts And Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/Bon+Secours+Arts+And+Science+College/data=!4m7!3m6!1s0x3b00abbe6f845553:0x2656caedda27863d!8m2!3d10.3511695!4d77.9637741!16s%2Fg%2F11h6lx7qk3!19sChIJU1WEb76rADsRPYYn2u3KViY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Rama prabha Arts and Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/Rama+prabha+Arts+and+Science+College/data=!4m7!3m6!1s0x3b00a965ef6addaf:0x66efdce1b35909d2!8m2!3d10.3336943!4d78.0300624!16s%2Fg%2F11b5ykngf0!19sChIJr91q72WpADsR0glZs-Hc72Y?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
NPR Arts & Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/NPR+Arts+%26+Science+College/data=!4m7!3m6!1s0x3b00a4bea783909b:0x60bbbeed3be84657!8m2!3d10.2404768!4d78.1849129!16s%2Fg%2F11b6dg863n!19sChIJm5CDp76kADsRV0boO-2-u2A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
St. Antony's College of Arts and Sciences for Women (Autonomous),Arts and Science,Dindigul,https://www.google.com/maps/place/St.+Antony%27s+College+of+Arts+and+Sciences+for+Women+%28Autonomous%29/data=!4m7!3m6!1s0x3baa07070589a10f:0x7eca1e40699c3c1c!8m2!3d10.4166665!4d78.0453867!16s%2Fg%2F11ry4zgtwr!19sChIJD6GJBQcHqjsRHDycaUAeyn4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Hayagreeva Arts and Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/Sri+Hayagreeva+Arts+and+Science+College/data=!4m7!3m6!1s0x3b0752a2e03c275f:0x83e18f674dd357ed!8m2!3d10.2216701!4d77.9071997!16s%2Fg%2F1hf30tdg6!19sChIJXyc84KJSBzsR7VfTTWeP4YM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sakthi College of Arts and Science for Womens,Arts and Science,Dindigul,https://www.google.com/maps/place/Sakthi+College+of+Arts+and+Science+for+Womens/data=!4m7!3m6!1s0x3ba9fc711cac412b:0xfeeda711e1de9282!8m2!3d10.4516444!4d77.8294382!16s%2Fg%2F11b7trvmmf!19sChIJK0GsHHH8qTsRgpLe4RGn7f4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
RVS Kumaran Arts & Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/RVS+Kumaran+Arts+%26+Science+College/data=!4m7!3m6!1s0x3baa0ecc430fd73d:0x56404891c5592f46!8m2!3d10.4910678!4d78.1719191!16s%2Fg%2F11c5b2dr89!19sChIJPdcPQ8wOqjsRRi9ZxZFIQFY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Government Arts And Science College,Arts and Science,Dindigul,https://www.google.com/maps/place/Government+Arts+And+Science+College/data=!4m7!3m6!1s0x3baa0469ae8e4949:0x88bc2eb1435abfe8!8m2!3d10.5114572!4d78.041495!16s%2Fg%2F11ddxr7tzl!19sChIJSUmOrmkEqjsR6L9aQ7EuvIg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Meenakshi Arts and science College,Arts and Science,Dindigul,https://www.google.com/maps/place/Meenakshi+Arts+and+science+College/data=!4m7!3m6!1s0x3ba9fc227416ee39:0x2e17c281e69c7172!8m2!3d10.4206243!4d77.885577!16s%2Fg%2F11c51vv92v!19sChIJOe4WdCL8qTsRcnGc5oHCFy4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Sai Bharath College of Education,Arts and Science,Dindigul,https://www.google.com/maps/place/Sri+Sai+Bharath+College+of+Education/data=!4m7!3m6!1s0x3ba9f912b9216df3:0xedc481ea6c12df24!8m2!3d10.5135516!4d77.8510092!16s%2Fg%2F1pxwlv_kv!19sChIJ820huRL5qTsRJN8SbOqBxO0?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Government Arts College For Women,Arts and Science,Dindigul,https://www.google.com/maps/place/Government+Arts+College+For+Women/data=!4m7!3m6!1s0x3b074e62b9d11b5b:0xee1bda11b9afda51!8m2!3d10.1670515!4d77.8245937!16s%2Fg%2F11dxlchkjm!19sChIJWxvRuWJOBzsRUdqvuRHaG-4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
KP National College,Arts and Science,Dindigul,https://www.google.com/maps/place/KP+National+College/data=!4m7!3m6!1s0x3b074fafa4770dd3:0xb7cc592ef490f839!8m2!3d10.172917!4d77.781338!16s%2Fg%2F11b7q4fhxs!19sChIJ0w13pK9PBzsROfiQ9C5ZzLc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
RVS College of Engineering and Technology,Arts and Science,Dindigul,https://www.google.com/maps/place/RVS+College+of+Engineering+and+Technology/data=!4m7!3m6!1s0x3baa00c640145937:0xe1c75140a58e4386!8m2!3d10.419476!4d78.0065172!16s%2Fm%2F0275pgx!19sChIJN1kUQMYAqjsRhkOOpUBRx-E?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Madurai kamaraj University evening college dindigul,Arts and Science,Dindigul,https://www.google.com/maps/place/Madurai+kamaraj+University+evening+college+dindigul/data=!4m7!3m6!1s0x3b00aa5123d8a2a9:0x77d0e710bc26396e!8m2!3d10.355787!4d77.980763!16s%2Fg%2F1pyqgcz9b!19sChIJqaLYI1GqADsRbjkmvBDn0Hc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Arulmigu Palaniandavar College of Arts and Culture,Arts and Science,Dindigul,https://www.google.com/maps/place/Arulmigu+Palaniandavar+College+of+Arts+and+Culture/data=!4m7!3m6!1s0x3ba9dfd1527e8f5f:0xfaeb1264291ab902!8m2!3d10.4478708!4d77.5278716!16s%2Fg%2F11fm4jqkl7!19sChIJX49-UtHfqTsRArkaKWQS6_o?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Anugraha College,Arts and Science,Dindigul,https://www.google.com/maps/place/Anugraha+College/data=!4m7!3m6!1s0x3b00aead26479829:0xab76d9541127de3a!8m2!3d10.3002555!4d78.0334524!16s%2Fg%2F11bbrlgnx1!19sChIJKZhHJq2uADsROt4nEVTZdqs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
KR College of Arts & Science,Arts and Science,Dindigul,https://www.google.com/maps/place/KR+College+of+Arts+%26+Science/data=!4m7!3m6!1s0x3b06adfd04b0a8df:0x3c9b367dfd898515!8m2!3d9.1519063!4d77.8388858!16s%2Fg%2F1thd53cz!19sChIJ36iwBP2tBjsRFYWJ_X02mzw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SBM COLLEGE OF ENGINEERING & TECHNOLOGY,Arts and Science,Dindigul,https://www.google.com/maps/place/SBM+COLLEGE+OF+ENGINEERING+%26+TECHNOLOGY/data=!4m7!3m6!1s0x3baa07a59288a387:0x718a4dd07dab0c50!8m2!3d10.4195027!4d78.0463519!16s%2Fg%2F1hc1r8q82!19sChIJh6OIkqUHqjsRUAyrfdBNinE?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Jainee College of Engineering and Technology,Arts and Science,Dindigul,https://www.google.com/maps/place/Jainee+College+of+Engineering+and+Technology/data=!4m7!3m6!1s0x3b00aa5dcd7fe4a5:0x1b61b2defe78cc73!8m2!3d10.3085718!4d77.8943975!16s%2Fg%2F11bt_hb0qh!19sChIJpeR_zV2qADsRc8x4_t6yYRs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SRI SAI BHARATH COLLEGE OF ARTS AND SCIENCE,Arts and Science,Dindigul,https://www.google.com/maps/place/SRI+SAI+BHARATH+COLLEGE+OF+ARTS+AND+SCIENCE/data=!4m7!3m6!1s0x3ba9f907b481c8d1:0x4cf862deb2c301d2!8m2!3d10.5133593!4d77.8492662!16s%2Fg%2F11x7vgycrp!19sChIJ0ciBtAf5qTsR0gHDst5i-Ew?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SreeVee College,Arts and Science,Dindigul,https://www.google.com/maps/place/SreeVee+College/data=!4m7!3m6!1s0x3baa01b000000001:0x922c1d2e715dfb1!8m2!3d10.457201!4d77.9484805!16s%2Fg%2F11h8dvt3jw!19sChIJAQAAALABqjsRsd8V59LBIgk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SSM Institute of Engineering and Technology,Arts and Science,Dindigul,https://www.google.com/maps/place/SSM+Institute+of+Engineering+and+Technology/data=!4m7!3m6!1s0x3ba9fffba5580601:0x6e85e494ee136731!8m2!3d10.3973234!4d77.9204055!16s%2Fg%2F1yf_9mq94!19sChIJAQZYpfv_qTsRMWcT7pTkhW4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
NPR College of Engineering and Technology,Arts and Science,Dindigul,https://www.google.com/maps/place/NPR+College+of+Engineering+and+Technology/data=!4m7!3m6!1s0x3b00abe47f72f82f:0x1364b27b67a87a67!8m2!3d10.2423337!4d78.1858382!16s%2Fg%2F1tdzpkfb!19sChIJL_hyf-SrADsRZ3qoZ3uyZBM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Arulmigu Palani Andavar Arts College For Women,Arts and Science,Dindigul,https://www.google.com/maps/place/Arulmigu+Palani+Andavar+Arts+College+For+Women/data=!4m7!3m6!1s0x3ba9dbf89f9c8345:0xf7a3462de4cd9d23!8m2!3d10.4683051!4d77.4703623!16s%2Fg%2F1vyk0yw4!19sChIJRYOcn_jbqTsRI53N5C1Go_c?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
NPR Group of Institutions Dindigul Office,Arts and Science,Dindigul,https://www.google.com/maps/place/NPR+Group+of+Institutions+Dindigul+Office/data=!4m7!3m6!1s0x3b00aa576347a4ad:0xa08fdd80f2dee088!8m2!3d10.3586333!4d77.9775248!16s%2Fg%2F1pyqklcnb!19sChIJraRHY1eqADsRiODe8oDdj6A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Erode Arts and Science College,Arts and Science,Erode,https://maps.app.goo.gl/uyhWLibFaRGpy5EdA,Tamil Nadu,,,,,
Kallakurichi government arts & science college. SADAIYAMPATTU,Arts and Science,Kallakurichi,https://maps.app.goo.gl/5zVWvNRFP63Pg4Ao7,Tamil Nadu,,,,,
Dr.R.K.S college of Arts and Science,Arts and Science,Kallakurichi,https://maps.app.goo.gl/jjFciwpBoWnLNQsx5,Tamil Nadu,,,,,
Thiruvalluvar University of Arts and Science,Arts and Science,Kallakurichi,https://maps.app.goo.gl/q4wwStLz43t92jfU7,Tamil Nadu,,,,,
Bharathi Women's Arts & Science College,Arts and Science,Kallakurichi,https://maps.app.goo.gl/25daCnm5d7HgZMjW7,Tamil Nadu,,,,,
Sri Sankara Arts and Science College (Autonomous),Arts and Science,Kancheepuram,https://maps.app.goo.gl/JZqex6sPkxo48JaN7,Tamil Nadu,,,,,
Kanchi Shri Krishna College of Arts and Science,Arts and Science,Kancheepuram,https://maps.app.goo.gl/g4rX1doKP2UNwTJE6,Tamil Nadu,,,,,
Meenakshi Ammal Arts and Science College,Arts and Science,Kancheepuram,https://maps.app.goo.gl/PzQ9Fa9TKb3B2EEW7,Tamil Nadu,,,,,
Puratchi Thalaivar Dr.M.G.R Government Arts And Science college,Arts and Science,Kancheepuram,https://maps.app.goo.gl/PEGwuE2GiZ2vs3HL6,Tamil Nadu,,,,,
Aksheyaa college of Arts and Science,Arts and Science,Kancheepuram,https://maps.app.goo.gl/xkot2xBszZADBkNW6,Tamil Nadu,,,,,
Kanchi Sri Magalakshmi Arts and Science College for Women,Arts and Science,Kancheepuram,https://maps.app.goo.gl/2NTGYNKbRpU4njFP7,Tamil Nadu,,,,,
SSKV Women College,Arts and Science,Kancheepuram,https://maps.app.goo.gl/Wp6mdzBxLtR29DPs7,Tamil Nadu,,,,,
"Lekshmipuram College of Arts & Science, main campus",,Kanniyakumari,"https://www.google.com/maps/place/Lekshmipuram+College+of+Arts+%26+Science,+main+campus/data=!4m7!3m6!1s0x3b04fc09719dd735:0xa6a65057c939a377!8m2!3d8.1779715!4d77.2825691!16s%2Fg%2F11fy_1fht_!19sChIJNdedcQn8BDsRd6M5yVdQpqY?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Malankara Catholic College,,Kanniyakumari,https://www.google.com/maps/place/Malankara+Catholic+College/data=!4m7!3m6!1s0x3b05ab3c55555555:0x82352378b4be2b7f!8m2!3d8.3225597!4d77.1651653!16s%2Fm%2F0416r7z!19sChIJVVVVVTyrBTsRfyu-tHgjNYI?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Nesamony Memorial Christian College,,Kanniyakumari,https://www.google.com/maps/place/Nesamony+Memorial+Christian+College/data=!4m7!3m6!1s0x3b045519d8dab465:0xda2ed8db101afe90!8m2!3d8.3081275!4d77.2212235!16zL20vMDc2NTgx!19sChIJZbTa2BlVBDsRkP4aENvYLto?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"MUSLIM ARTS COLLEGE , THIRUVITHAMCODE",,Kanniyakumari,"https://www.google.com/maps/place/MUSLIM+ARTS+COLLEGE+,+THIRUVITHAMCODE/data=!4m7!3m6!1s0x3b04f8c60745627d:0x1f0aad1d9f0c8512!8m2!3d8.2566002!4d77.2977239!16s%2Fg%2F11b8079y5h!19sChIJfWJFB8b4BDsREoUMnx2tCh8?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Arignar Anna College,,Kanniyakumari,https://www.google.com/maps/place/Arignar+Anna+College/data=!4m7!3m6!1s0x3b04f0e3f7976631:0xc120d338b13d16c!8m2!3d8.2510628!4d77.5263759!16s%2Fg%2F11f1059mv8!19sChIJMWaX9-PwBDsRbNETizMNEgw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
VTM College of Arts & Science,,Kanniyakumari,https://www.google.com/maps/place/VTM+College+of+Arts+%26+Science/data=!4m7!3m6!1s0x3b04539a9213e001:0x3858fdf0cedfe366!8m2!3d8.376706!4d77.2511121!16s%2Fg%2F1yl47fmg1!19sChIJAeATkppTBDsRZuPfzvD9WDg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Scott Christian College, Nagercoil",,Kanniyakumari,"https://www.google.com/maps/place/Scott+Christian+College,+Nagercoil/data=!4m7!3m6!1s0x3b04f0c5a1031095:0xde3a26e07bc3d173!8m2!3d8.182606!4d77.406287!16zL20vMDdseWd2!19sChIJlRADocXwBDsRc9HDe-AmOt4?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
ST Hindu College,,Kanniyakumari,https://www.google.com/maps/place/ST+Hindu+College/data=!4m7!3m6!1s0x3b04f11c0a734d27:0x5ef973138dbb8163!8m2!3d21.0680074!4d82.7525294!16zL20vMDdseWYz!19sChIJJ01zChzxBDsRY4G7jRNz-V4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Holy Cross College Kurusady,,Kanniyakumari,https://www.google.com/maps/place/Holy+Cross+College+Kurusady/data=!4m7!3m6!1s0x3b04f0f8679590a1:0x436dbb3ae4004fbb!8m2!3d8.1559658!4d77.4150753!16s%2Fg%2F11f101zddq!19sChIJoZCVZ_jwBDsRu08A5Dq7bUM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Pioneer Kumaraswamy College,,Kanniyakumari,https://www.google.com/maps/place/Pioneer+Kumaraswamy+College/data=!4m7!3m6!1s0x3b04f0cf9a74de45:0x2b90de40f130de11!8m2!3d8.1893167!4d77.411069!16s%2Fm%2F0cr54nn!19sChIJRd50ms_wBDsREd4w8UDekCs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Womens Christian College | WCC,,Kanniyakumari,https://www.google.com/maps/place/Womens+Christian+College+%7C+WCC/data=!4m7!3m6!1s0x3b04f1265dc8aea3:0x15e900788557bb2!8m2!3d8.184859!4d77.4280877!16s%2Fg%2F11f101qkzs!19sChIJo67IXSbxBDsRsntViAeQXgE?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Vivekananda College of Education, Agastheeswaram",,Kanniyakumari,"https://www.google.com/maps/place/Vivekananda+College+of+Education,+Agastheeswaram/data=!4m7!3m6!1s0x3b04f0ee40000001:0x2d5b46aba847e5fb!8m2!3d8.0950712!4d77.5307947!16s%2Fg%2F11f101qk_6!19sChIJAQAAQO7wBDsR--VHqKtGWy0?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
"Annai Velankanni College, Tholayavattam",,Kanniyakumari,"https://www.google.com/maps/place/Annai+Velankanni+College,+Tholayavattam/data=!4m7!3m6!1s0x3b04ffecb4c8de51:0xbdc5165b23a55e4e!8m2!3d8.2623593!4d77.2136002!16s%2Fm%2F0cr54c9!19sChIJUd7ItOz_BDsRTl6lI1sWxb0?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Noorul Islam College,,Kanniyakumari,https://www.google.com/maps/place/Noorul+Islam+College/data=!4m7!3m6!1s0x3b04f844dc2cec25:0x9701a24a10a784f4!8m2!3d8.2516164!4d77.3453919!16s%2Fm%2F0cr54mx!19sChIJJews3ET4BDsR9ISnEEqiAZc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
St. John's College Vellimalai,,Kanniyakumari,https://www.google.com/maps/place/St.+John%27s+College+Vellimalai/data=!4m7!3m6!1s0x3b04fb053f157127:0x8c99dce9de9b1bb2!8m2!3d8.1422667!4d77.3223091!16s%2Fg%2F11f1058v1k!19sChIJJ3EVPwX7BDsRshub3uncmYw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
